,Encrypted_Seller,Encrypted_Id,Title,label
0,7a30f2b511ff323b31dc01de07736128b49d5ec4c50b01eb231cbcc208bb7c47,054dd4f1afba59722078d8a4af2f1b3742d767e836ace25c8bc5e85cee8ef005,Teléfono Nokia 1600,0
1,f6fed6d5cf9a02286d81f9c842a3874511ff1d3d411a94e44b4cbfe472e2c011,6c6a089073a7ba0ba6897eb51b0a0b5dc50d8071edafefe7b06ecdea43366826,Celular Motorola G6,0
2,eef17e4b9fa3ccc0232a39061e31e721f5ca6a7a44b7864e992722020c128f25,78364fc1d8574957fe3508ed687d862a0bbcf5e51365582a4b729bfb242a2da9,iPhone 6 Plus 16gb,0
3,2ab9d5c1ec1dc9cf166fd20e51a3e734ab5076a4e5c73d03d50dd77ec75a98fc,896a81cc2da0ecb382e3b519783a8ef2d9ee0ce3872ea310678de2e24ce2f8e2, iPhone 8 64 Gb Space Gray,0
4,0f9b41b18f3c3776dc9515e1eb2a8686d4b271341444bb014911547de0a7a6b2,e6733e9d8b3bd38642d841c4509b0a5d6b5545d9a75fab123f23e4f4e77e06f7,Huawei Mate 10 Lite,0
5,6835a621d939cf097f0c1b33e42db08d67a01db54ee3ebca4269863975fdda38,b86343e6a11ff32d950ac1ef8f573e5da3f6fccc52e462b4b586254a681c4790,Samsung Galaxy J4 Usado Poco.,0
6,e756038932858b03d3eedb9815fe7b5879032bcd15e7a75c8d1c2d5e82b1fccc,08b93d86989230949a0d94f479ad3def94300261f3128fda8ff1854cc49554fb,Celular Samsung Galaxy J5 Prime 16 Gb Ram,0
7,6bb679b2da3d73aba799fcef7fdbf4a4c519b81bf88777105485874da33b0e31,af869290c8297a0a9144214519e2ad544df304f4a6b3cc7a0ab226ba60299887,Celular Samsung S8,0
8,824f094548f2c95be8f1585611488db8dab60f2044cd05cc86111af8a9f664e0,90d9e63c58cb2a5901952d6a9f32f7281b213c5367b7cfc025b53ad5d0b19814, Moto G7 Play 32 Gb Índigo Oscuro 2 Gb Ram 32 Memoria Intern,0
9,49ada647fc9ae34aa16d3dc1479dd860359ed3c3ab14f87779f45cb4de6e502a,f9d30b05e03bbaca82e2dbc9504966c60adc4c11122737172ce2e2e1b8daaa01,Celulares Kyocera S14 Lote De 3 Con 2 Cargadores Y Mucho Mas,0
